https://movie.douban.com/subject/6982558/,长城 The Great Wall,马特·达蒙,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,景甜,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,佩德罗·帕斯卡,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,刘德华,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,威廉·达福,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,张涵予,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,鹿晗,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,彭于晏,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,林更新,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,郑恺,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,黄轩,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,陈学冬,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,王俊凯,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,余心恬,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,刘冰,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,李亨,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,李京沐,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,纽曼·阿卡,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,约翰尼·希科,5.1
https://movie.douban.com/subject/6982558/,长城 The Great Wall,皮鲁·埃斯贝克,5.1
https://movie.douban.com/subject/1297389/,生死时速2：海上惊情 Speed 2: Cruise Control,桑德拉·布洛克,5.8
https://movie.douban.com/subject/1297389/,生死时速2：海上惊情 Speed 2: Cruise Control,杰森·帕特里克,5.8
https://movie.douban.com/subject/1297389/,生死时速2：海上惊情 Speed 2: Cruise Control,威廉·达福,5.8
https://movie.douban.com/subject/1297389/,生死时速2：海上惊情 Speed 2: Cruise Control,特穆拉·莫里森,5.8
https://movie.douban.com/subject/25740432/,黑帮追缉令 Bad Country,威廉·达福,5.9
https://movie.douban.com/subject/25740432/,黑帮追缉令 Bad Country,艾米·斯马特,5.9
https://movie.douban.com/subject/25740432/,黑帮追缉令 Bad Country,马特·狄龙,5.9
https://movie.douban.com/subject/25740432/,黑帮追缉令 Bad Country,尼尔·麦克唐纳,5.9
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,克里斯·马索格利亚,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,约翰·C·赖利,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,萨尔玛·海耶克,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,乔什·哈切森,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,迈克尔·瑟沃瑞斯,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,雷·史蒂文森,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,威廉·达福,6.1
https://movie.douban.com/subject/1950454/,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,渡边谦,6.1
https://movie.douban.com/subject/1985677/,异星战场 John Carter,泰勒·克奇,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,琳恩·柯林斯,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,托马斯·哈登·丘奇,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,威廉·达福,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,萨曼莎·莫顿,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,马克·斯特朗,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,多米尼克·威斯特,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,塞伦·希德,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,詹姆斯·鲍弗,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,布莱恩·科兰斯顿,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,波利·沃克,6.3
https://movie.douban.com/subject/1985677/,异星战场 John Carter,达里尔·沙巴拉,6.3
https://movie.douban.com/subject/1305457/,捍卫入侵者 Flight of the Intruder,丹尼·格洛弗,6.5
https://movie.douban.com/subject/1305457/,捍卫入侵者 Flight of the Intruder,威廉·达福,6.5
https://movie.douban.com/subject/1305457/,捍卫入侵者 Flight of the Intruder,罗姗娜·阿奎特,6.5
https://movie.douban.com/subject/1305457/,捍卫入侵者 Flight of the Intruder,汤姆·塞兹摩尔,6.5
https://movie.douban.com/subject/1305457/,捍卫入侵者 Flight of the Intruder,文·瑞姆斯,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,艾斯·库珀,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,塞缪尔·杰克逊,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,威廉·达福,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,斯科特·斯比德曼,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,彼得·斯特劳斯,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,桑妮·马布雷,6.5
https://movie.douban.com/subject/1309209/,极限特工2 xXx: State of the Union,诺娜·加耶,6.5
https://movie.douban.com/subject/3238076/,处刑人2 The Boondock Saints II: All Saints Day,肖恩·派特里克·弗兰纳里,7.1
https://movie.douban.com/subject/3238076/,处刑人2 The Boondock Saints II: All Saints Day,诺曼·瑞杜斯,7.1
https://movie.douban.com/subject/3238076/,处刑人2 The Boondock Saints II: All Saints Day,比利·康诺利,7.1
https://movie.douban.com/subject/3238076/,处刑人2 The Boondock Saints II: All Saints Day,小克利夫顿·克林斯,7.1
https://movie.douban.com/subject/3238076/,处刑人2 The Boondock Saints II: All Saints Day,朱莉·本茨,7.1
https://movie.douban.com/subject/3238076/,处刑人2 The Boondock Saints II: All Saints Day,威廉·达福,7.1
https://movie.douban.com/subject/1972732/,嗜血破晓 Daybreakers,伊桑·霍克,6.8
